Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PropertyType,PropertySubtype,ConstructionYear,StateBuilding,KitchenType,FacadeCount,FloorCount,EPCScore,HasTerrace,HasGarden,HasKitchen,Open_fire,SwimmingPool,Furnished,BedroomCount,LivingArea,Terrace_Area,Garden_Area,LandWidth,LandSurface,ScrapedURL,PriceType,TypeSale,LifeAnnuitySale
20243109,Flanders,East Flanders,Gent,Oosterzele,9860,Begijnenweide,475000,HOUSE,HOUSE,2018.0,AS_NEW,,4.0,2.0,B,1,1,0,0,0,0,3.0,134.0,24.0,1.0,0.0,509.0,https://www.immoweb.be/en/classified/house/for-sale/oosterzele/9860/20243109,residential_sale,FOR_SALE,0
20243097,Wallonie,Liège,Huy,Wanze,4520,Rue Maurice Bawin,189000,HOUSE,HOUSE,,TO_RENOVATE,NOT_INSTALLED,3.0,2.0,F,0,0,1,0,0,0,3.0,115.0,,,0.0,2010.0,https://www.immoweb.be/en/classified/house/for-sale/wanze/4520/20243097,residential_sale,FOR_SALE,0
20228280,Flanders,Flemish Brabant,Halle-Vilvoorde,DIEGEM,1831,Calenbergstraat,449000,HOUSE,HOUSE,1961.0,TO_BE_DONE_UP,SEMI_EQUIPPED,3.0,,D,0,0,1,0,0,0,3.0,230.0,,,0.0,294.0,https://www.immoweb.be/en/classified/house/for-sale/diegem/1831/20228280,residential_sale,FOR_SALE,0
20233258,Brussels,Brussels,Brussels,Woluwe-Saint-Lambert,1200,Rue Colonel Bourg,850000,HOUSE,HOUSE,1934.0,AS_NEW,HYPER_EQUIPPED,2.0,3.0,E,1,1,1,0,0,0,6.0,385.0,34.0,275.0,0.0,319.0,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20233258,residential_sale,FOR_SALE,0
20242463,Flanders,East Flanders,Gent,Drongen,9031,Leegte,195000,HOUSE,HOUSE,,,,,,,0,0,0,0,0,0,0.0,,,,0.0,588.0,https://www.immoweb.be/en/classified/house/for-sale/drongen/9031/20242463,residential_sale,FOR_SALE,0
20242432,Flanders,East Flanders,Aalst,Herzele,9550,Sleistraat,437000,HOUSE,HOUSE,,JUST_RENOVATED,,3.0,3.0,B,0,0,0,1,0,0,4.0,305.0,,,0.0,1159.0,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20242432,residential_sale,FOR_SALE,0
20242420,Flanders,Antwerp,Antwerp,KAPELLEN,2950,Lucien Bevernagestraat,252000,HOUSE,HOUSE,,TO_RENOVATE,SEMI_EQUIPPED,2.0,3.0,F,0,0,1,0,0,0,3.0,150.0,,,0.0,123.0,https://www.immoweb.be/en/classified/house/for-sale/kapellen/2950/20242420,residential_sale,FOR_SALE,0
20242422,Flanders,Antwerp,Antwerp,MERKSEM,2170,Laaglandlaan,469000,HOUSE,HOUSE,2025.0,,INSTALLED,3.0,3.0,A,0,0,1,0,0,0,3.0,141.0,,,10.0,305.0,https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/20242422,residential_sale,FOR_SALE,0
20242439,Wallonie,Walloon Brabant,Nivelles,NETHEN,1390,,160000,HOUSE,HOUSE,,TO_RENOVATE,,3.0,,F,0,0,0,0,0,0,4.0,180.0,,,0.0,200.0,https://www.immoweb.be/en/classified/house/for-sale/nethen/1390/20242439,residential_sale,FOR_SALE,0
20242456,Wallonie,Liège,Huy,MARCHIN,4570,Thier de Huy,360000,HOUSE,HOUSE,1988.0,GOOD,INSTALLED,4.0,,D,1,1,1,0,0,0,3.0,161.0,11.0,715.0,21.0,1100.0,https://www.immoweb.be/en/classified/house/for-sale/marchin/4570/20242456,residential_sale,FOR_SALE,0
20215629,Brussels,Brussels,Brussels,Schaarbeek,1030,Rue James Watt - James Wattstraat,425000,HOUSE,HOUSE,,GOOD,SEMI_EQUIPPED,2.0,4.0,,0,1,1,0,0,0,4.0,160.0,,30.0,0.0,65.0,https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/20215629,residential_sale,FOR_SALE,0
20215677,Brussels,Brussels,Brussels,Auderghem,1160,Boulevard Des Invalides - Invalidenlaan,985000,HOUSE,HOUSE,1931.0,GOOD,HYPER_EQUIPPED,2.0,2.0,E,0,1,1,1,0,0,6.0,450.0,,90.0,0.0,320.0,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20215677,residential_sale,FOR_SALE,0
20215655,Brussels,Brussels,Brussels,Ganshoren,1083,Avenue Mathieu De Jonge,390000,HOUSE,HOUSE,1960.0,TO_RENOVATE,NOT_INSTALLED,3.0,3.0,F,0,1,1,0,0,0,3.0,145.0,,130.0,0.0,276.0,https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20215655,residential_sale,FOR_SALE,0
20241426,Flanders,East Flanders,Aalst,Aalst,9300,Nederveldstraat,349000,HOUSE,HOUSE,1959.0,GOOD,INSTALLED,2.0,,B,0,1,1,0,0,0,4.0,,,140.0,6.0,258.0,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20241426,residential_sale,FOR_SALE,0
20241409,Wallonie,Liège,Verviers,Battice,4651,Ruelle des Soupirs,219000,HOUSE,HOUSE,1850.0,GOOD,INSTALLED,2.0,3.0,A,1,1,1,0,0,0,3.0,123.0,31.0,102.0,15.0,155.0,https://www.immoweb.be/en/classified/house/for-sale/battice/4651/20241409,residential_sale,FOR_SALE,0
20241397,Flanders,West Flanders,Kortrijk,HARELBEKE,8530,Veldstraat,239000,HOUSE,HOUSE,1948.0,JUST_RENOVATED,INSTALLED,2.0,,B,0,0,1,0,0,0,3.0,121.0,,,0.0,197.0,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20241397,residential_sale,FOR_SALE,0
20243135,Flanders,East Flanders,Aalst,Zottegem,9620,Gaverland,549000,HOUSE,HOUSE,2005.0,AS_NEW,,4.0,4.0,C,0,0,0,0,0,0,5.0,363.0,,,13.0,806.0,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20243135,residential_sale,FOR_SALE,0
20006508,Brussels,Brussels,Brussels,Woluwe-Saint-Pierre,1150,,880000,HOUSE,HOUSE,1932.0,GOOD,HYPER_EQUIPPED,3.0,1.0,F,1,1,1,0,0,0,5.0,312.0,62.0,200.0,18.0,440.0,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20006508,residential_sale,FOR_SALE,0
20241379,Flanders,West Flanders,Oostend,Oostende,8400,Groenendaallaan,209000,HOUSE,HOUSE,1930.0,TO_BE_DONE_UP,NOT_INSTALLED,2.0,3.0,F,0,0,1,0,0,0,3.0,130.0,,,5.0,132.0,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20241379,residential_sale,FOR_SALE,0
20243125,Flanders,West Flanders,Brugge,Assebroek,8310,Schoolstraat,325000,HOUSE,HOUSE,1953.0,,INSTALLED,3.0,,D,0,0,1,0,0,0,3.0,211.0,,,0.0,274.0,https://www.immoweb.be/en/classified/house/for-sale/assebroek/8310/20243125,residential_sale,FOR_SALE,0
20242421,Flanders,Antwerp,Antwerp,KAPELLEN,2950,Lucien Bevernagestraat,323000,HOUSE,HOUSE,,TO_RENOVATE,SEMI_EQUIPPED,2.0,3.0,F,0,1,1,0,0,0,4.0,178.0,,71.0,0.0,160.0,https://www.immoweb.be/en/classified/house/for-sale/kapellen/2950/20242421,residential_sale,FOR_SALE,0
20233162,Brussels,Brussels,Brussels,Evere,1140,,520000,HOUSE,HOUSE,1955.0,GOOD,INSTALLED,2.0,,D,0,1,1,0,0,0,5.0,180.0,,50.0,0.0,125.0,https://www.immoweb.be/en/classified/house/for-sale/evere/1140/20233162,residential_sale,FOR_SALE,0
20213137,Brussels,Brussels,Brussels,Ganshoren,1083,Rue Frans Vervaeck,299000,HOUSE,HOUSE,1905.0,TO_RENOVATE,SEMI_EQUIPPED,4.0,1.0,G,1,1,1,0,0,0,3.0,121.0,10.0,100.0,0.0,130.0,https://www.immoweb.be/en/classified/house/for-sale/ganshoren/1083/20213137,residential_sale,FOR_SALE,0
20213123,Brussels,Brussels,Brussels,Haren (Brussel),1130,Harenberg,830000,HOUSE,HOUSE,1981.0,,,2.0,,E,1,0,0,0,0,0,4.0,450.0,51.0,,0.0,1380.0,https://www.immoweb.be/en/classified/house/for-sale/haren-brussel/1130/20213123,residential_sale,FOR_SALE,0
20241262,Flanders,Antwerp,Antwerp,Antwerpen,2060,Potgieterstraat,325000,HOUSE,HOUSE,1899.0,,,2.0,,D,0,0,0,0,0,0,4.0,207.0,,,0.0,105.0,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20241262,residential_sale,FOR_SALE,0
20241405,Wallonie,Hainaut,Mons,Colfontaine,7340,,70000,HOUSE,HOUSE,,TO_RENOVATE,NOT_INSTALLED,2.0,,E,0,0,1,0,0,0,2.0,90.0,,,4.0,180.0,https://www.immoweb.be/en/classified/house/for-sale/colfontaine/7340/20241405,residential_sale,FOR_SALE,0
20241402,Flanders,East Flanders,Aalst,Aalst,9300,Ledebaan,235000,HOUSE,HOUSE,1938.0,TO_RENOVATE,,2.0,,F,0,0,0,0,0,0,2.0,147.0,,,8.0,614.0,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20241402,residential_sale,FOR_SALE,0
