Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,TypeSale,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,LifeAnnuitySale,ScrapedURL
20229406,Brussels,Brussels,Brussels,Saint-Josse-ten-Noode,1210,Rue Potagère,159000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,1,62,SEMI_EQUIPPED,0,0,0,2,,2,5,1954,TO_RENOVATE,,,E,0,https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20229406
20242910,Flanders,East Flanders,Gent,Evergem,9940,Kapellestraat,499000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,3,145,,0,0,0,11,,,,2023,GOOD,,,,0,https://www.immoweb.be/en/classified/apartment/for-sale/evergem/9940/20242910
20243245,Flanders,East Flanders,Dendermonde,Lebbeke,9280,Hogeweg,269000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,2,86,HYPER_EQUIPPED,0,0,0,,,2,,1972,GOOD,,,F,0,https://www.immoweb.be/en/classified/apartment/for-sale/lebbeke/9280/20243245
20229318,Brussels,Brussels,Brussels,Anderlecht,1070,Rue Léon Delacroix - Léon Delacroixstraat,215000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,2,77,INSTALLED,0,0,0,,,2,3,1935,GOOD,,,E,0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20229318
20229325,Brussels,Brussels,Brussels,ANDERLECHT,1070,Maria Groeninckx-De Maylaan,199000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,1,50,INSTALLED,0,0,0,,,2,3,2016,GOOD,,,C,0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20229325
20241378,Wallonie,Namur,Dinant,VRESSE-SUR-SEMOIS,5550,Rue de Petit-Fays,1500000,residential_sale,HOUSE,APARTMENT_BLOCK,FOR_SALE,34,,,0,0,0,,,4,,,GOOD,0,8800,F,0,https://www.immoweb.be/en/classified/apartment-block/for-sale/vresse-sur-semois/5550/20241378
20238064,Brussels,Brussels,Brussels,Anderlecht,1070,Boulevard Maria Groeninckx-De May,195000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,1,50,INSTALLED,0,0,0,3,,,3,2015,AS_NEW,,,B,0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20238064
20210529,Brussels,Brussels,Brussels,Bruxelles,1000,,1090000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,3,219,USA_UNINSTALLED,0,0,0,12,,3,7,1960,AS_NEW,,,C,0,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20210529
20241460,Flanders,Flemish Brabant,Halle-Vilvoorde,Meise,1860,Nieuwelaan,849000,residential_sale,HOUSE,EXCEPTIONAL_PROPERTY,FOR_SALE,6,305,HYPER_EQUIPPED,0,0,0,,2062,4,1,1989,AS_NEW,20,2252,C,0,https://www.immoweb.be/en/classified/exceptional-property/for-sale/meise/1860/20241460
20229151,Brussels,Brussels,Brussels,Saint-Gilles,1060,Avenue Du Roi - Koningslaan,270000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,2,,,0,0,0,2,,2,,,,,,F,0,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20229151
20229243,Brussels,Brussels,Brussels,Anderlecht,1070,Petite Rue du Moulin,325000,residential_sale,HOUSE,HOUSE,FOR_SALE,7,130,NOT_INSTALLED,0,0,0,,,2,2,,TO_RENOVATE,0,0,G,0,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20229243
20229273,Brussels,Brussels,Brussels,ANDERLECHT,1070,,255000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,2,75,USA_INSTALLED,0,0,0,10,40,2,3,1994,,,,F,0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20229273
20209824,Brussels,Brussels,Brussels,Anderlecht,1070,,179000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,1,65,INSTALLED,0,0,0,4,,2,2,,GOOD,,,G,0,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20209824
20229182,Brussels,Brussels,Brussels,Auderghem,1160,Rue de la Chasse Royale,325000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,1,66,SEMI_EQUIPPED,0,0,0,6,,2,3,,JUST_RENOVATED,,,E,0,https://www.immoweb.be/en/classified/apartment/for-sale/auderghem/1160/20229182
20166136,Flanders,East Flanders,Gent,Astene,9800,Pontstraat,379000,residential_sale,HOUSE,HOUSE,FOR_SALE,3,156,INSTALLED,0,0,0,,,,,,JUST_RENOVATED,0,240,D,0,https://www.immoweb.be/en/classified/house/for-sale/astene/9800/20166136
20241451,Flanders,West Flanders,Brugge,Sint-Andries,8200,Hans Memlinglaan,235000,residential_sale,APARTMENT,APARTMENT,FOR_SALE,3,,SEMI_EQUIPPED,0,0,0,,,,2,,GOOD,,,C,0,https://www.immoweb.be/en/classified/apartment/for-sale/sint-andries/8200/20241451
